DATE,GENERAL_DAM_OCCUPANCY_RATE,GENERAL_DAM_RESERVED_WATER
2005-01-01,0.3937305469097377,0.39436619718309857
2005-01-02,0.3937305469097377,0.39436619718309857
2005-01-03,0.39206313917296576,0.39180537772087065
2005-01-04,0.39150733659404185,0.39180537772087065
2005-01-05,0.3907292129835483,0.39052496798975667
2005-01-06,0.3897287683414851,0.39052496798975667
2005-01-07,0.38861716318363715,0.38924455825864274
2005-01-08,0.3869497554468653,0.3866837387964148
2005-01-09,0.38517118719430865,0.3854033290653009
2005-01-10,0.38317029791018237,0.382842509603073
2005-01-11,0.3815028901734105,0.381562099871959
2005-01-12,0.37961316140506896,0.38028169014084506
2005-01-13,0.37738995108937307,0.37772087067861715
2005-01-14,0.3749444197421076,0.37516005121638923
2005-01-15,0.37294353045798134,0.3725992317541613
2005-01-16,0.374722098710538,0.37516005121638923
2005-01-17,0.391951978657181,0.39180537772087065
2005-01-18,0.4210760337927968,0.4212548015364917
2005-01-19,0.4333036905291241,0.4340588988476312
2005-01-20,0.4353045798132503,0.4353393085787452
2005-01-21,0.43552690084481993,0.4353393085787452
2005-01-22,0.4358603823921743,0.4366197183098591
2005-01-23,0.4401956425077812,0.44046094750320103
2005-01-24,0.44130724766562923,0.4417413572343149
2005-01-25,0.44097376611827477,0.44046094750320103
2005-01-26,0.4468652734548688,0.44686299615877073
2005-01-27,0.44953312583370386,0.4494238156209987
2005-01-28,0.455424633170298,0.4558258642765685
2005-01-29,0.48832814584259676,0.48783610755441736
2005-01-30,0.509670964873277,0.5096030729833547
2005-01-31,0.5233437083148066,0.5236875800256082
2005-02-01,0.5279012894619831,0.5275288092189501
2005-02-02,0.5301244997776791,0.530089628681178
2005-02-03,0.5447976878612717,0.5454545454545455
2005-02-04,0.5965984882169854,0.5966709346991037
2005-02-05,0.6365051133837261,0.6363636363636364
2005-02-06,0.6496220542463318,0.6504481434058899
2005-02-07,0.6569586482881281,0.6568501920614597
2005-02-08,0.662961316140507,0.6632522407170295
2005-02-09,0.6660738105824812,0.6658130601792573
2005-02-10,0.6678523788350379,0.6683738796414853
2005-02-11,0.6714095153401511,0.6722151088348272
2005-02-12,0.6734104046242775,0.6734955185659411
2005-02-13,0.6773010226767452,0.677336747759283
2005-02-14,0.6901956425077813,0.6901408450704225
2005-02-15,0.725322365495776,0.7259923175416133
2005-02-16,0.7510004446420633,0.7516005121638925
2005-02-17,0.761338372610049,0.7618437900128041
2005-02-18,0.7685638061360606,0.7695262483994878
2005-02-19,0.7767896843041352,0.7772087067861716
2005-02-20,0.7821253890618054,0.7823303457106274
2005-02-21,0.7862383281458427,0.7861715749039693
2005-02-22,0.7891285015562473,0.7900128040973111
2005-02-23,0.7902401067140953,0.7900128040973111
2005-02-24,0.7914628723877281,0.7912932138284251
2005-02-25,0.792463317029791,0.7925736235595391
2005-02-26,0.7926856380613607,0.7925736235595391
2005-02-27,0.793574922187639,0.7938540332906531
2005-02-28,0.8052467763450423,0.8053777208706786
2005-03-01,0.8133614939973323,0.8130601792573624
2005-03-02,0.8241440640284572,0.8245838668373879
2005-03-03,0.8541574032903514,0.8540332906530089
2005-03-04,0.8805024455313473,0.8809218950064021
2005-03-05,0.8901734104046244,0.8911651728553137
2005-03-06,0.9004001778568255,0.9014084507042254
2005-03-07,0.9194086260560249,0.9193341869398207
2005-03-08,0.9297465540240107,0.9295774647887324
2005-03-09,0.9344152956869721,0.9346991037131883
2005-03-10,0.9375277901289464,0.9385403329065302
2005-03-11,0.9408626056024901,0.9411011523687579
2005-03-12,0.9425300133392619,0.942381562099872
2005-03-13,0.943085815918186,0.9436619718309859
2005-03-14,0.9447532236549577,0.9449423815621
2005-03-15,0.9481991996442863,0.9487836107554418
2005-03-16,0.9509782125389062,0.9513444302176696
2005-03-17,0.9514228546020455,0.9513444302176696
2005-03-18,0.9524232992441085,0.9526248399487837
2005-03-19,0.9536460649177413,0.9539052496798975
